ISIN,PRA_ITEM_4748,SECURITY_NAME,COUPON_RATE,3M_LIBOR,SPREAD,COUPON,COMPANY_NAME,COMPANY_PARENT,ICB_INDUSTRY,INDEX,SECURITY_START_DATE,MATURITY_DATE,DURATION,CURRENT_ISSUANCE,COMPANY_RANK,TIDM,SECURITY_DESCRIPTION,WEIGHTED_AVG,MONEY_RAISED_GBP,COUNTRY_OF_INCORPORATION,WORLD_REGION,MARKET_SEGMENT_CODE,MARKET_SEGMENT,MARKET_SECTOR_CODE,PARENT_CURRENCY,TRADING_CURRENCY
XS0480454643,40,0% NTS 03/05/16 GBP1 S947               ,0.00%,0.62%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/02/2010,03/05/2016,6,6,3,77FR,Medium Term Loans,#VALUE!,"15,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0765436158,40,0% NTS 04/04/2042 USD200000             ,0.00%,0.18%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,04/04/2012,04/04/2020,8,4,6,43DZ,Medium Term Loans,#VALUE!,"18,921,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0505892181,40,0% NTS 04/07/16 GBP1                    ,0.00%,0.73%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/06/2010,04/07/2016,6,6,3,94KL,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0518238695,40,0% NTS 04/07/16 GBP1 S997               ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/07/2010,04/07/2016,6,6,3,61RB,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0525571781,40,0% NTS 04/10/16 GBP1000                 ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/07/2010,04/10/2016,6,6,3,45EL,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0453489386,40,0% NTS 04/12/15 GBP1                    ,0.00%,0.55%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,13/10/2009,04/12/2015,6,7,3,47RB,Medium Term Loans,#VALUE!,"15,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0721258860,40,0% NTS 05/01/2032 EUR100000             ,0.00%,0.77%,n/a,Y,CENTRICA PLC,CENTRICA,Utilities,FTSE 100,05/04/2012,05/01/2020,8,4,96,43EN,Medium Term Loans,#VALUE!,"41,209,832",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0752386739,40,0% NTS 05/03/17 GBP100000               ,0.00%,1.08%,n/a,Y,ROYAL BANK OF SCOTLAND GROUP PLC,ROYAL BANK SCOT,Financials,FTSE 100,05/03/2012,05/03/2017,5,4,79,42NR,Medium Term Loans,#VALUE!,"3,565,798",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548492908,40,0% NTS 05/03/18 GBP1 S1                 ,0.00%,1.09%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/03/2012,05/03/2018,6,4,3,42ML,Medium Term Loans,#VALUE!,"6,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0294035208,40,0% NTS 05/04/24 EUR50000                ,0.00%,4.01%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,26/04/2007,05/04/2024,17,9,3,42CC,Medium Term Loans,#VALUE!,"858,999",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0498308401,40,0% NTS 06/04/40 USD100000'GSN24480'     ,0.00%,0.26%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/04/2010,06/04/2040,30,6,3,93CL,Medium Term Loans,#VALUE!,"6,501,800",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0614652864,40,0% NTS 06/07/18 GBP1 4                  ,0.00%,0.89%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,13/07/2012,06/07/2018,6,4,3,38QF,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0541072269,40,0% NTS 06/12/16 GBP1 S1027              ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/09/2010,06/12/2016,6,6,3,94GO,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0518051197,40,0% NTS 07/04/16(FTSE 100)GBP1           ,0.00%,0.70%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/06/2010,07/04/2016,6,6,3,94II,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0743148560,40,0% NTS 07/06/18 GBP1                    ,0.00%,0.95%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/06/2012,07/06/2018,6,4,3,13IS,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0545960733,40,0% NTS 07/10/30 USD100000 4143          ,0.00%,0.25%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,07/10/2010,07/10/2030,20,6,6,94WQ,Medium Term Loans,#VALUE!,"15,659,750",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,USD,USD
XS0505535079,40,0% NTS 07/11/16 GBP1                    ,0.00%,0.68%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/05/2010,07/11/2016,6,6,3,77QD,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0488319236,40,0% NTS 08/01/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,19/02/2010,08/01/2016,6,6,3,77FZ,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0476341481,40,0% NTS 08/01/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,11/01/2010,08/01/2016,6,6,3,93PG,Medium Term Loans,#VALUE!,"4,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0469819444,40,0% NTS 08/03/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/01/2010,08/03/2016,6,6,3,93KN,Medium Term Loans,#VALUE!,"60,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0469819105,40,0% NTS 08/03/16 GBP1 'S933'             ,0.00%,0.63%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/01/2010,08/03/2016,6,6,3,93JQ,Medium Term Loans,#VALUE!,"60,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0471399450,40,0% NTS 08/03/16 GBP1 'S939'             ,0.00%,0.63%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/01/2010,08/03/2016,6,6,3,93JP,Medium Term Loans,#VALUE!,"100,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0252425482,40,0% NTS 08/03/21 GBP1                    ,0.00%,4.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,27/04/2006,08/03/2021,15,10,3,73LP,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0298710947,40,0% NTS 08/05/37 USD1000000              ,0.00%,5.21%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,08/05/2007,08/05/2037,30,9,6,87LF,Medium Term Loans,#VALUE!,"5,020,458",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0511088923,40,0% NTS 09/06/16 GBP1                    ,0.00%,0.70%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/06/2010,09/06/2016,6,6,3,77WJ,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0539512524,40,0% NTS 09/09/40 USD100000               ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,09/09/2040,29,5,3,95SQ,Medium Term Loans,#VALUE!,"15,400,250",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0977777720,40,0% NTS 09/10/43 USD1000000              ,0.00%,0.13%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,09/10/2013,09/10/2043,30,3,6,56IF,Medium Term Loans,#VALUE!,"15,656,750",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0856128599,40,0% NTS 1/2/33 AUD1000000                ,0.00%,n/a,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/02/2013,01/02/2033,20,3,3,19LX,Medium Term Loans,#VALUE!,"16,587,639",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,AUD,AUD
XS0614107240,40,0% NTS 10/05/42 USD100000               ,0.00%,0.21%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/05/2012,10/05/2042,30,4,3,12SL,Medium Term Loans,#VALUE!,"31,079,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0425913190,40,0% NTS 10/06/19 GBP1                    ,0.00%,1.35%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,12/05/2009,10/06/2019,10,7,3,92TG,Medium Term Loans,#VALUE!,"100,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0494866428,40,0% NTS 11/05/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/03/2010,11/05/2016,6,6,3,93TP,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0602869819,40,0% NTS 11/05/41 USD100000               ,0.00%,0.20%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/06/2011,11/05/2041,30,5,3,96UK,Medium Term Loans,#VALUE!,"18,480,300",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0513664416,40,0% NTS 11/07/16 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/07/2010,11/07/2016,6,6,3,94QC,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0515710530,40,0% NTS 11/07/16 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/07/2010,11/07/2016,6,6,3,94OS,Medium Term Loans,#VALUE!,"2,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0543900335,40,0% NTS 12/12/16 GBP1 S1030              ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,28/09/2010,12/12/2016,6,6,3,78IF,Medium Term Loans,#VALUE!,"80,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0543900509,40,0% NTS 12/12/16 GBP1 S1031              ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,28/09/2010,12/12/2016,6,6,3,78IE,Medium Term Loans,#VALUE!,"40,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0268278768,40,0% NTS 13/04/29 GBP1                    ,0.00%,5.08%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/10/2006,13/04/2029,23,10,3,90ZO,Medium Term Loans,#VALUE!,"230,686,640",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0505892264,40,0% NTS 13/06/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/05/2010,13/06/2016,6,6,3,77PJ,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0539531409,40,0% NTS 13/09/30 USD100000               ,0.00%,0.27%,n/a,Y,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,13/09/2010,13/09/2030,20,6,8,45JG,Medium Term Loans,#VALUE!,"12,876,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0502001596,40,0% NTS 14/04/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,26/04/2010,14/04/2016,6,6,3,94MH,Medium Term Loans,#VALUE!,"5,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0614132354,40,0% NTS 14/05/42 USD100000               ,0.00%,0.20%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,15/05/2012,14/05/2042,30,4,3,12SY,Medium Term Loans,#VALUE!,"31,097,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0989277784,40,0% NTS 16/01/44 USD1000000              ,0.00%,n/a,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/01/2014,16/01/2044,30,2,3,79XP,Medium Term Loans,#VALUE!,"6,090,200",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0908119919,40,0% NTS 16/07/43 USD1000000              ,0.00%,0.13%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/07/2013,16/07/2043,30,3,3,13CM,Medium Term Loans,#VALUE!,"13,253,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0806175187,40,0% NTS 16/11/18 GBP1                    ,0.00%,0.50%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/11/2012,16/11/2018,6,4,3,16QA,Medium Term Loans,#VALUE!,"15,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0474136990,40,0% NTS 18/01/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,18/12/2009,18/01/2016,6,7,3,77AJ,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0451427958,40,0% NTS 18/01/16 GBP1 'S900'             ,0.00%,0.55%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/10/2009,18/01/2016,6,7,3,43UX,Medium Term Loans,#VALUE!,"60,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0451428337,40,0% NTS 18/01/16 GBP1 S901               ,0.00%,0.55%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,08/10/2009,18/01/2016,6,7,3,73AR,Medium Term Loans,#VALUE!,"46,636,146",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0451575558,40,0% NTS 18/01/16 GBP1 'S903'             ,0.00%,0.55%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/10/2009,18/01/2016,6,7,3,43UV,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0470429761,40,0% NTS 18/01/16 GBP1 TEMP               ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/12/2009,18/01/2016,6,7,3,76XH,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0578935248,40,0% NTS 18/01/31 USD100000               ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,18/01/2031,20,5,3,95SX,Medium Term Loans,#VALUE!,"12,320,200",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0855576533,40,0% NTS 18/01/33 AUD1000000              ,0.00%,n/a,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,18/01/2013,18/01/2033,20,3,3,19UY,Medium Term Loans,#VALUE!,"13,211,245",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,AUD,AUD
XS0855579800,40,0% NTS 18/01/43 USD1000000              ,0.00%,0.18%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,18/01/2013,18/01/2043,30,3,3,19UW,Medium Term Loans,#VALUE!,"12,566,800",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0568899065,40,0% NTS 18/02/31 USD100000               ,0.00%,0.20%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/06/2011,18/02/2031,20,5,3,96UJ,Medium Term Loans,#VALUE!,"18,480,300",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0586094392,40,0% NTS 18/03/41 USD100000               ,0.00%,0.20%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/06/2011,18/03/2041,30,5,3,96UI,Medium Term Loans,#VALUE!,"18,480,300",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0484710305,40,0% NTS 19/02/16 GBP1                    ,0.00%,0.58%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/02/2010,19/02/2016,6,6,3,93VR,Medium Term Loans,#VALUE!,"18,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0504787267,40,0% NTS 19/07/16 GBP1 979                ,0.00%,0.68%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/05/2010,19/07/2016,6,6,3,94BW,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0533845367,40,0% NTS 19/08/40 USD100000               ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,19/08/2040,29,5,3,96VE,Medium Term Loans,#VALUE!,"15,400,250",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0803996692,40,0% NTS 19/7/42 USD100000                ,0.00%,0.17%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,31/08/2012,19/07/2042,30,4,6,15YQ,Medium Term Loans,#VALUE!,"12,612,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0533844980,40,0% NTS 19/8/40 USD100000                ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,19/08/2040,29,5,3,96VF,Medium Term Loans,#VALUE!,"15,400,250",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0535300361,40,0% NTS 20/08/40 USD100000               ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,20/08/2040,29,5,3,96VI,Medium Term Loans,#VALUE!,"9,240,150",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0934769216,40,0% NTS 20/08/43 USD1000000              ,0.00%,0.13%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/08/2013,20/08/2043,30,3,3,48WB,Medium Term Loans,#VALUE!,"6,383,700",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0804362464,40,0% NTS 20/7/32 USD1000000               ,0.00%,0.17%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,31/08/2012,20/07/2032,20,4,6,15ZA,Medium Term Loans,#VALUE!,"15,765,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0804353554,40,0% NTS 20/7/32 USD200000                ,0.00%,0.17%,n/a,Y,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,31/08/2012,20/07/2032,20,4,6,15YP,Medium Term Loans,#VALUE!,"15,765,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0535300106,40,0% NTS 20/8/40 USD100000                ,0.00%,0.16%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/06/2011,20/08/2040,29,5,3,95SW,Medium Term Loans,#VALUE!,"9,240,150",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0558710603,40,0% NTS 21/02/17 GBP1                    ,0.00%,0.77%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/11/2010,21/02/2017,6,6,3,45UJ,Medium Term Loans,#VALUE!,"50,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0558590864,40,0% NTS 21/02/17 GBP1                    ,0.00%,0.77%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/11/2010,21/02/2017,6,6,3,45UK,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0558590948,40,0% NTS 21/02/17 GBP1                    ,0.00%,0.77%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/11/2010,21/02/2017,6,6,3,45UI,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0556434586,40,0% NTS 21/02/17 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,18/11/2010,21/02/2017,6,6,3,45TK,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0288688475,40,0% NTS 21/03/23 EUR50000                ,0.00%,3.86%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/03/2007,21/03/2023,16,9,3,74YP,Medium Term Loans,#VALUE!,"10,207,142",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0520235648,40,0% NTS 21/09/16 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/07/2010,21/09/2016,6,6,3,77ZY,Medium Term Loans,#VALUE!,"40,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0525912100,40,0% NTS 21/10/16 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/07/2010,21/10/2016,6,6,3,45DZ,Medium Term Loans,#VALUE!,"80,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0525912282,40,0% NTS 21/10/16 GBP1                    ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/07/2010,21/10/2016,6,6,3,45EA,Medium Term Loans,#VALUE!,"60,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0546647610,40,0% NTS 21/10/16 GBP1 TEMP               ,0.00%,0.75%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/10/2010,21/10/2016,6,6,3,61TH,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0462844704,40,0% NTS 22/02/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,11/12/2009,22/02/2016,6,7,3,76WX,Medium Term Loans,#VALUE!,"15,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0474587069,40,0% NTS 22/03/16 GBP1                    ,0.00%,0.60%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/01/2010,22/03/2016,6,6,3,93KE,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP,GBP
XS0587450817,40,0% NTS 22/04/16 GBP1                    ,0.00%,0.78%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,08/02/2011,22/04/2016,5,5,3,46HV,Medium Term Loans,#VALUE!,"10,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0580503422,40,0% NTS 22/04/17 GBP1                    ,0.00%,0.78%,n/a,Y,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/02/2011,22/04/2017,6,5,3,79AI,Medium Term Loans,#VALUE!,"20,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
